CodigoFamilia,TipoDocumento,RangoEdad,NombreDepartamentoAtencion,NombreMunicipioAtencion,Discapacidad,Estrato,Genero,EstadoBeneficiario,Logro17,PE35,HE20
HID81079892,TI,18-29,CUNDINAMARCA,LA PALMA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID26388409,CC,50-65,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID89430282,TI,18-29,CUNDINAMARCA,FOSCA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID79023688,RC,06-17,CUNDINAMARCA,SAN JUAN DE RIO SECO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID60059414,CC,50-65,CUNDINAMARCA,TIBACUY,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID12313583,TI,18-29,CUNDINAMARCA,ARBELAEZ,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID12827437,CC,30-49,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID96695356,RC,06-17,CUNDINAMARCA,SAN BERNARDO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID83831867,CC,50-65,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID20335318,CC,30-49,CUNDINAMARCA,LA PEÑA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID77497533,TI,18-29,CUNDINAMARCA,VERGARA,NO,0,Mujer,ACTIVO,ALCANZADO,Si,No
HID95354357,TI,18-29,CUNDINAMARCA,QUEBRADANEGRA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID37766228,CC,18-29,CUNDINAMARCA,CACHIPAY,NO,2,Mujer,ACTIVO,ALCANZADO,No,No
HID66347808,TI,18-29,CUNDINAMARCA,MANTA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID80329368,TI,18-29,CUNDINAMARCA,JUNIN,SI,0,Hombre,ACTIVO,NO APLICA,No,No
HID11723877,CC,30-49,CUNDINAMARCA,ZIPAQUIRA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID74316150,CC,>65,CUNDINAMARCA,SIMIJACA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID66956056,CC,30-49,CUNDINAMARCA,PASCA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID95768645,CC,30-49,CUNDINAMARCA,GIRARDOT,ND,99,Hombre,ACTIVO,ALCANZADO,No,No
HID18478966,CC,30-49,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID78845896,CC,50-65,CUNDINAMARCA,CHOACHI,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID54453786,CC,50-65,CUNDINAMARCA,SOACHA,ND,1,Mujer,ACTIVO,ALCANZADO,No,No
HID29173837,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID88120413,CC,50-65,CUNDINAMARCA,UBALA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID15971396,CC,18-29,CUNDINAMARCA,CAPARRAPI,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID72402083,RC,06-17,CUNDINAMARCA,SAN BERNARDO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID40183325,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID98477084,CC,50-65,CUNDINAMARCA,ZIPACON,NO,2,Hombre,ACTIVO,ALCANZADO,No,No
HID52535069,CC,50-65,CUNDINAMARCA,UNE,NO,0,Hombre,NO ACTIVO,ALCANZADO,No,No
HID11083731,TI,18-29,CUNDINAMARCA,SASAIMA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID65784143,RC,06-17,CUNDINAMARCA,SAN BERNARDO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID40161850,CC,30-49,CUNDINAMARCA,QUIPILE,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID38481676,TI,18-29,CUNDINAMARCA,GUACHETA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID72220701,CC,30-49,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,Si
HID33181620,CC,30-49,CUNDINAMARCA,MOSQUERA,NO,0,Mujer,NO ACTIVO,ALCANZADO,No,No
HID33158419,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID49061348,CC,50-65,CUNDINAMARCA,RICAURTE,NO,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID18848611,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID44605854,CC,30-49,CUNDINAMARCA,FACATATIVA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID47731500,CC,>65,CUNDINAMARCA,SOACHA,ND,1,Hombre,ACTIVO,ALCANZADO,No,No
HID47976981,CC,30-49,CUNDINAMARCA,UBALA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID93158918,TI,18-29,CUNDINAMARCA,NARIÑO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID99087149,CC,>65,CUNDINAMARCA,NARIÑO,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID85704346,TI,18-29,CUNDINAMARCA,UNE,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID72564706,CC,30-49,CUNDINAMARCA,CAJICA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID32243433,CC,30-49,CUNDINAMARCA,LA PALMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID18258931,CC,18-29,CUNDINAMARCA,LA PALMA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID75698704,RC,06-17,CUNDINAMARCA,SAN BERNARDO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID50056911,CC,50-65,CUNDINAMARCA,SOACHA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID34118949,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID98668749,TI,06-17,CUNDINAMARCA,FOSCA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID28636153,RC,06-17,CUNDINAMARCA,PULI,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID74283484,CC,50-65,CUNDINAMARCA,UBALA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID98843803,CC,30-49,CUNDINAMARCA,ZIPACON,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID13863923,CC,18-29,CUNDINAMARCA,FUSAGASUGA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID94061797,TI,18-29,CUNDINAMARCA,CABRERA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID36237517,CC,>65,CUNDINAMARCA,GACHETA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID26575643,CC,30-49,CUNDINAMARCA,PAIME,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID37678115,TI,06-17,CUNDINAMARCA,NOCAIMA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID14225918,CC,>65,CUNDINAMARCA,SOACHA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID59007883,CC,>65,CUNDINAMARCA,GUADUAS,ND,1,Hombre,ACTIVO,ALCANZADO,No,No
HID78082381,CC,>65,CUNDINAMARCA,CAPARRAPI,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID46496198,TI,18-29,CUNDINAMARCA,AGUA DE DIOS,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID92431103,CC,>65,CUNDINAMARCA,LA PALMA,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID19593896,TI,18-29,CUNDINAMARCA,PASCA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID84282054,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID25869058,CC,>65,CUNDINAMARCA,LA VEGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID12611053,CC,50-65,CUNDINAMARCA,VENECIA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID63413337,TI,18-29,CUNDINAMARCA,YACOPI,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID69489459,TI,18-29,CUNDINAMARCA,UNE,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID14908526,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID13073571,CC,50-65,CUNDINAMARCA,APULO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID42948094,CC,50-65,CUNDINAMARCA,FOSCA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID59166177,TI,18-29,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID97308277,CC,30-49,CUNDINAMARCA,GUADUAS,ND,1,Hombre,ACTIVO,ALCANZADO,No,No
HID66283432,TI,18-29,CUNDINAMARCA,UNE,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID43133680,TI,18-29,CUNDINAMARCA,VILLAPINZON,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID36961383,CC,30-49,CUNDINAMARCA,CHIPAQUE,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID25374662,TI,18-29,CUNDINAMARCA,FUNZA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID75208677,CC,>65,CUNDINAMARCA,TIBIRITA,NO,1,Mujer,ACTIVO,POR ALCANZAR,No,No
HID53233483,RC,06-17,CUNDINAMARCA,CAQUEZA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID61905261,RC,06-17,CUNDINAMARCA,GUADUAS,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID58819697,CC,18-29,CUNDINAMARCA,TOCAIMA,NO,0,Hombre,NO ACTIVO,ALCANZADO,No,No
HID81412849,CC,30-49,CUNDINAMARCA,PUERTO SALGAR,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID72363578,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID75842277,CC,18-29,CUNDINAMARCA,UNE,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID36833885,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,ALCANZADO,No,Si
HID75444564,RC,06-17,CUNDINAMARCA,LENGUAZAQUE,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID87722085,TI,18-29,CUNDINAMARCA,PASCA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID28884625,RC,06-17,CUNDINAMARCA,CHIA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID79608167,CC,50-65,CUNDINAMARCA,TABIO,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID96659797,CC,30-49,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID89048877,CC,>65,CUNDINAMARCA,PACHO,SI,0,Mujer,ACTIVO,ALCANZADO,Si,No
HID54210027,TI,18-29,CUNDINAMARCA,GACHANCIPA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID49640919,CC,>65,CUNDINAMARCA,UBAQUE,NO,2,Mujer,ACTIVO,ALCANZADO,No,No
HID95632355,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID23498979,CC,>65,CUNDINAMARCA,MOSQUERA,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID40603254,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID92532452,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID39832215,RC,06-17,CUNDINAMARCA,PULI,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID99791902,TI,18-29,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,NO,0,Mujer,ACTIVO,NO APLICA,Si,No
HID30549797,CC,18-29,CUNDINAMARCA,MACHETA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID65094583,CC,50-65,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID87059935,TI,18-29,CUNDINAMARCA,SAN BERNARDO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID43661390,CC,30-49,CUNDINAMARCA,FACATATIVA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID57167437,CC,>65,CUNDINAMARCA,SAN JUAN DE RIO SECO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID95217019,CC,30-49,CUNDINAMARCA,GUADUAS,NO,1,Mujer,ACTIVO,ALCANZADO,No,Si
HID59757251,CC,50-65,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID66899867,RC,06-17,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,Si
HID17226772,TI,06-17,CUNDINAMARCA,PACHO,NO,1,Hombre,ACTIVO,NO APLICA,No,No
HID49665826,CC,50-65,CUNDINAMARCA,TOCANCIPA,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID24251763,TI,18-29,CUNDINAMARCA,FUSAGASUGA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID33033664,CC,30-49,CUNDINAMARCA,MADRID,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID89515891,CC,>65,CUNDINAMARCA,LA PEÑA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID81221533,CC,50-65,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID76393685,CC,30-49,CUNDINAMARCA,FOSCA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID63043074,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID98442078,CC,>65,CUNDINAMARCA,LA PALMA,ND,1,Hombre,ACTIVO,POR ALCANZAR,No,No
HID81300345,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID58418617,CC,>65,CUNDINAMARCA,UBALA,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID87844253,CC,18-29,CUNDINAMARCA,MANTA,NO,2,Mujer,ACTIVO,ALCANZADO,No,No
HID60122067,CC,18-29,CUNDINAMARCA,FUSAGASUGA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID12560718,CC,30-49,CUNDINAMARCA,PARATEBUENO,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID64490867,TI,18-29,CUNDINAMARCA,EL PEÑON,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID46783324,TI,18-29,CUNDINAMARCA,FUNZA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID87763959,RC,06-17,CUNDINAMARCA,TOCANCIPA,NO,0,Mujer,ACTIVO,NO APLICA,No,Si
HID87763959,RC,06-17,CUNDINAMARCA,TOCANCIPA,NO,0,Mujer,ACTIVO,NO APLICA,No,Si
HID47770777,CC,50-65,CUNDINAMARCA,ARBELAEZ,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID64200632,TI,18-29,CUNDINAMARCA,SAN CAYETANO,NO,0,Hombre,ACTIVO,NO APLICA,No,Si
HID54461698,TI,18-29,CUNDINAMARCA,PANDI,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID25505145,RC,06-17,CUNDINAMARCA,VILLAGOMEZ,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID84310241,TI,18-29,CUNDINAMARCA,SUPATA,NO,0,Mujer,ACTIVO,ALCANZADO,No,Si
HID76134902,TI,18-29,CUNDINAMARCA,SASAIMA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID45341415,TI,18-29,CUNDINAMARCA,SOACHA,NO,1,Hombre,ACTIVO,NO APLICA,No,No
HID26776495,CC,>65,CUNDINAMARCA,SOACHA,ND,1,Hombre,ACTIVO,ALCANZADO,No,No
HID34501155,CC,50-65,CUNDINAMARCA,ARBELAEZ,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID69029363,CC,50-65,CUNDINAMARCA,CACHIPAY,NO,0,Hombre,ACTIVO,POR ALCANZAR,No,No
HID38644536,CC,30-49,CUNDINAMARCA,SOPO,NO,3,Hombre,ACTIVO,POR ALCANZAR,No,No
HID21563607,CC,30-49,CUNDINAMARCA,VILLETA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID30923796,CC,30-49,CUNDINAMARCA,VILLAPINZON,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID67668860,TI,18-29,CUNDINAMARCA,PACHO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID33117271,TI,18-29,CUNDINAMARCA,TENJO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID73096236,CC,30-49,CUNDINAMARCA,GUADUAS,NO,0,Mujer,ACTIVO,ALCANZADO,No,Si
HID81438027,TI,06-17,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID27914063,CC,50-65,CUNDINAMARCA,TOPAIPI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID57372364,TI,18-29,CUNDINAMARCA,FUSAGASUGA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID68111467,CC,>65,CUNDINAMARCA,SUTATAUSA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID57982285,CC,>65,CUNDINAMARCA,AGUA DE DIOS,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID21803583,CC,50-65,CUNDINAMARCA,AGUA DE DIOS,NO,0,Mujer,ACTIVO,ALCANZADO,Si,No
HID12348983,CC,18-29,CUNDINAMARCA,QUETAME,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID10916039,CC,30-49,CUNDINAMARCA,TOCAIMA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID44784123,TI,18-29,CUNDINAMARCA,QUIPILE,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID91655020,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID23306924,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID16096790,CC,30-49,CUNDINAMARCA,FOSCA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID78471996,CC,50-65,CUNDINAMARCA,MADRID,NO,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID90279812,CC,>65,CUNDINAMARCA,CHOACHI,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID19645873,CC,50-65,CUNDINAMARCA,FOSCA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID89540811,CC,50-65,CUNDINAMARCA,CAQUEZA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID31454773,CC,50-65,CUNDINAMARCA,FUSAGASUGA,NO,2,Mujer,ACTIVO,ALCANZADO,No,No
HID17200025,CC,30-49,CUNDINAMARCA,SESQUILE,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID45164106,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID88345724,CC,18-29,CUNDINAMARCA,SOACHA,SI,1,Hombre,ACTIVO,ALCANZADO,Si,Si
HID58281302,CC,30-49,CUNDINAMARCA,SOACHA,NO,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID67102557,CC,50-65,CUNDINAMARCA,GUAYABAL DE SIQUIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID24804294,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID57906218,TI,18-29,CUNDINAMARCA,EL COLEGIO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID92605078,TI,06-17,CUNDINAMARCA,SASAIMA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID37968377,TI,18-29,CUNDINAMARCA,QUEBRADANEGRA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID87057785,TI,18-29,CUNDINAMARCA,PAIME,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID73067390,CC,30-49,CUNDINAMARCA,PULI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID31605672,TI,18-29,CUNDINAMARCA,CAPARRAPI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID77605705,CC,30-49,CUNDINAMARCA,SIMIJACA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID20321654,TI,18-29,CUNDINAMARCA,FUSAGASUGA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID90545842,CC,>65,CUNDINAMARCA,VERGARA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID58813487,TI,18-29,CUNDINAMARCA,CABRERA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID58813487,TI,18-29,CUNDINAMARCA,CABRERA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID18172162,CC,50-65,CUNDINAMARCA,GUASCA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID99065244,CC,18-29,CUNDINAMARCA,PANDI,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID83735738,CC,>65,CUNDINAMARCA,UTICA,NO,1,Mujer,ACTIVO,POR ALCANZAR,No,No
HID74741623,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID32975626,CC,30-49,CUNDINAMARCA,CAQUEZA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID55957657,TI,18-29,CUNDINAMARCA,QUETAME,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID41383529,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,Si
HID84642513,CC,50-65,CUNDINAMARCA,PAIME,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID96912029,CC,30-49,CUNDINAMARCA,SAN BERNARDO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID82287656,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID65880864,CC,30-49,CUNDINAMARCA,SOACHA,ND,1,Hombre,ACTIVO,POR ALCANZAR,No,No
HID59631783,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID95639190,CC,>65,CUNDINAMARCA,CHIPAQUE,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID55599396,TI,18-29,CUNDINAMARCA,MACHETA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID40210523,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID52341478,TI,06-17,CUNDINAMARCA,YACOPI,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID77482860,TI,18-29,CUNDINAMARCA,EL COLEGIO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID15448691,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID61716486,CC,50-65,CUNDINAMARCA,NARIÑO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID22088335,TI,18-29,CUNDINAMARCA,QUETAME,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID14725735,TI,18-29,CUNDINAMARCA,QUIPILE,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID46452667,TI,18-29,CUNDINAMARCA,ZIPACON,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID59924657,CC,50-65,CUNDINAMARCA,QUIPILE,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID73076787,RC,06-17,CUNDINAMARCA,VILLETA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID40592928,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID37473766,CC,>65,CUNDINAMARCA,SAN BERNARDO,SI,1,Mujer,ACTIVO,POR ALCANZAR,Si,No
HID47909400,TI,18-29,CUNDINAMARCA,MADRID,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID75808554,TI,06-17,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID75808554,TI,06-17,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID29082766,CC,50-65,CUNDINAMARCA,YACOPI,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID49418595,CC,30-49,CUNDINAMARCA,SAN BERNARDO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID64466391,CC,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID83338343,CC,50-65,CUNDINAMARCA,VILLAPINZON,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID11651579,CC,30-49,CUNDINAMARCA,LA PALMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,Si
HID64596512,RC,06-17,CUNDINAMARCA,PUERTO SALGAR,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID95282625,CC,50-65,CUNDINAMARCA,CAPARRAPI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID94497600,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID30563272,CC,18-29,CUNDINAMARCA,JUNIN,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID47976981,CC,30-49,CUNDINAMARCA,UBALA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID59693045,CC,50-65,CUNDINAMARCA,GUAYABETAL,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID46241202,RC,06-17,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID57223341,TI,18-29,CUNDINAMARCA,PACHO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID62877506,CC,>65,CUNDINAMARCA,YACOPI,NO,99,Mujer,ACTIVO,POR ALCANZAR,No,No
HID88290336,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID86361375,CC,30-49,CUNDINAMARCA,SILVANIA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID69935375,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID69935375,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID95607712,CC,>65,CUNDINAMARCA,CHOCONTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID83109699,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID18820425,CC,50-65,CUNDINAMARCA,FUNZA,ND,0,Hombre,ACTIVO,ALCANZADO,No,No
HID28860105,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID10212963,CC,>65,CUNDINAMARCA,YACOPI,NO,1,Mujer,ACTIVO,POR ALCANZAR,No,No
HID45914065,CC,30-49,CUNDINAMARCA,CHOCONTA,NO,2,Hombre,ACTIVO,ALCANZADO,No,No
HID76652129,TI,18-29,CUNDINAMARCA,CHOACHI,NO,0,Hombre,ACTIVO,NO APLICA,No,No
